"chr","start_infant","end_infant","value_infant","p_infant","start_adol","end_adol","value_adol","p_adol","direction_matched","combined_p","rank","genes"
"chr19",48048583,48048583,-0.200939396256999,0.300218578095108,48048129,48048583,-0.2784010172267,0.0208626473892497,TRUE,0.0380375976570771,1037,"ZNF541"
"chr5",36071462,36071462,-0.302753539716996,0.0384955211605052,36071462,36071462,-0.281980320929764,0.164017251233399,TRUE,0.0382939641522532,1038,""
"chr16",84541118,84541118,0.408242778195159,0.00956856528139509,84541118,84541118,0.180236671489716,0.667342859052743,TRUE,0.0386561333745204,1039,""
"chr6",20688798,20689061,-0.216011879779495,0.0197785611690874,20689061,20689061,-0.232832865434773,0.323413931776315,TRUE,0.0387124651870304,1040,"CDKAL1"
"chr19",1812290,1812290,0.403805884833801,0.0100386497327,1812290,1812290,0.183552487773398,0.637955540710912,TRUE,0.0387506031017845,1041,"ATP8B3"
"chr16",22094763,22094763,0.187846498023786,0.407191472623354,22094763,22094763,0.469099406177307,0.0158122019609717,TRUE,0.0389241654565366,1042,"C16orf52"
"chr2",48543165,48543165,-0.224438075705646,0.1767323841253,48543165,48543165,-0.396808902959569,0.0364331810963693,TRUE,0.0389258261792099,1043,"FOXN2"
"chr1",235292537,235292537,-0.210422647105765,0.241879682219931,235292537,235292537,-0.422737271639931,0.026671633372867,TRUE,0.0389883935141487,1044,"SNORA14B;TOMM20"
"chr17",72684895,72684895,-0.212420918416225,0.231354558403709,72684895,72684895,-0.418866301687652,0.0279078334125234,TRUE,0.0390150121527782,1045,"RAB37"
"chr5",77143258,77143258,-0.184213380724812,0.443507172699045,77143258,77143258,-0.476746134769929,0.0145716783604576,TRUE,0.0390454638995644,1046,""
"chr6",26364666,26364728,-0.201559047873288,0.0253942451531388,26364666,26364666,-0.249898290241699,0.255273823139893,TRUE,0.039145472096018,1047,"BTN3A2;BTN3A2;BTN3A2;BTN3A2; BTN3A2"
"chr4",6252582,6252582,-0.207048275063806,0.261161339539541,6252385,6252582,-0.265964284877863,0.0248283677926147,TRUE,0.0391541572182031,1048,""
"chr19",14800530,14800530,-0.158649682130674,0.813708735375978,14800530,14800530,-0.539096082440612,0.00798400026828635,TRUE,0.0392168276927304,1049,"ZNF333"
"chr19",16666655,16666655,-0.259654221076098,0.0845965766528199,16666655,16666655,-0.337842047225474,0.0773379016202676,TRUE,0.0394476937822155,1050,"SLC35E1"
"chr4",87281480,87281511,-0.264945253481332,0.00915807949269618,87281480,87281480,-0.174800817704039,0.718329973111963,TRUE,0.0396286608889997,1051,"MAPK10;MAPK10;MAPK10"
"chr4",145567731,145568306,-0.200743891164607,0.0082857040688007,145568182,145568182,-0.167272218347263,0.795000504916716,TRUE,0.0396719411705138,1052,"HHIP;HHIP; HHIP"
"chr5",96212470,96212470,-0.220559591904433,0.19247313590283,96212470,96212470,-0.401813215511604,0.0342821907715962,TRUE,0.0397284956998234,1053,"ERAP2;ERAP2"
"chr1",144931367,144931367,0.226629251384298,0.168393041260154,144931367,144931476,0.232134635957898,0.0394386198351588,TRUE,0.0399431946070432,1054,"PDE4DIP;PDE4DIP;PDE4DIP;PDE4DIP;PDE4DIP;NBPF20;NBPF9"
"chr7",2561029,2561029,0.301101164994263,0.0395519074551967,2561029,2561029,0.280095930691629,0.168327503042847,TRUE,0.0400258360302687,1055,"LFNG;LFNG;LFNG;LFNG"
"chr16",51796359,51796359,-0.226971522195586,0.167101240248169,51796359,51796416,-0.230733677298319,0.0401621583456417,TRUE,0.0402936259810411,1056,"LINC01571"
"chr16",88496788,88496788,-0.233367289726184,0.145554833749531,88496476,88496788,-0.219895468725141,0.0461180702060564,TRUE,0.0403014398784521,1057,"ZNF469"
"chr11",2502181,2502357,-0.222714696381173,0.0176568487803134,2502357,2502357,-0.221040050477755,0.380747243654761,TRUE,0.0403519124767795,1058,"KCNQ1;KCNQ1"
"chr1",119553960,119553960,0.325594132641363,0.0269244408155481,119553960,119553960,0.251481871380902,0.249734552161431,TRUE,0.0403577483244649,1059,""
"chr21",39695801,39695801,-0.289510002194585,0.0484179535011234,39695801,39695801,-0.294034218322858,0.139147490045095,TRUE,0.0404241304756527,1060,""
"chr13",42493215,42493215,0.314742850642722,0.0317206431887668,42493215,42493215,0.263056857338106,0.212763708075276,TRUE,0.0404829462724484,1061,"VWA8;VWA8"
"chr11",17905879,17905879,0.176997258095555,0.526328454189488,17905879,17905879,0.489095374860492,0.0128289073730097,TRUE,0.0404990268275173,1062,"SERGEF"
"chr13",37455317,37455317,-0.189109853485322,0.395381997627973,37455317,37455317,-0.462003132057747,0.0170817874096855,TRUE,0.0405070844362997,1063,"SMAD9;SMAD9"
"chr10",23492470,23492470,-0.159913392392399,0.789669614813844,23492470,23492484,-0.343138684221839,0.00857602733633386,TRUE,0.0405990009555432,1064,""
"chr5",67484381,67484381,0.209877891745209,0.244886434748404,67484212,67484381,0.257593706036048,0.02790636716145,TRUE,0.0409067209363544,1065,"LOC102467655"
"chr17",38465422,38465422,-0.150943399573275,0.977982764066774,38465422,38465510,-0.272121324043689,0.00700101051016289,TRUE,0.0409714093902719,1066,"RARA"
"chr9",88005849,88005849,0.26053949252832,0.0831229997198863,88005849,88005849,0.331925966562497,0.0836075912104038,TRUE,0.0414832224216861,1067,""
"chr17",38081995,38081995,0.251294699729398,0.100103403679621,38081995,38081995,0.34603584147512,0.0694391694913304,TRUE,0.0414900966433894,1068,"ORMDL3"
"chr17",48172203,48172203,-0.253437153214755,0.0958458242197045,48172041,48172203,-0.177223228766822,0.0726724034930462,TRUE,0.0415608842483556,1069,"PDK2"
"chr7",150020925,150020961,-0.189853068929816,0.00919979855652039,150020961,150020961,-0.170782235216468,0.758362499824238,TRUE,0.0416176743891813,1070,"ACTR3C;LRRC61;LRRC61"
"chr8",125764437,125764437,0.279047394089212,0.0584171191198469,125764437,125764437,0.304866698850857,0.120122619193618,TRUE,0.0418183245989211,1071,""
"chr14",22967607,22967607,0.246734013844909,0.109989331839394,22967607,22967984,0.191255904589644,0.0640229884106763,TRUE,0.04194042305231,1072,""
"chr1",20185571,20185571,-0.191390394263884,0.374820459028899,20185571,20185571,-0.453167906582432,0.0188235808964178,TRUE,0.0420078967294809,1073,""
"chr19",51330265,51330265,0.275552097755885,0.0623476509187134,51330265,51330265,0.308942204169867,0.113688671887072,TRUE,0.042170104354195,1074,"KLK15;KLK15;KLK15"
"chr16",57333902,57333902,-0.187295532469802,0.41252778787644,57333902,57333902,-0.461410643998718,0.0171929969141806,TRUE,0.0421917184536409,1075,""
"chr19",46148794,46148839,-0.171524952623782,0.040387778698246,46148794,46148794,-0.276958527668022,0.175726694709909,TRUE,0.0422145892350643,1076,"EML2"
"chr4",145566663,145566663,0.156358237635961,0.859438789193571,145566441,145566663,0.257642033718341,0.00829845472927253,TRUE,0.0423867112796421,1077,"HHIP"
"chr12",11315693,11315693,0.362336051350689,0.016205621345857,11315693,11315693,0.210500306039173,0.440569121970509,TRUE,0.0424246828967701,1078,"PRH1-PRR4;PRH1;PRH1"
"chr6",112349238,112349238,-0.230623738942729,0.154387355547741,112349238,112349238,-0.377666442085983,0.0462501831873937,TRUE,0.0424283751317589,1079,""
"chr17",8103571,8103571,-0.340827477219995,0.0215955753952881,8103571,8103571,-0.231236863364802,0.330646121205728,TRUE,0.0424286210630996,1080,""
"chr15",101084507,101084507,0.166474611598544,0.675623849000828,101084507,101084509,0.327433859223788,0.0105903555418238,TRUE,0.0425007764158191,1081,"LASS3"
"chr1",111768837,111769133,-0.193836464979309,0.0289090762803283,111769133,111769133,-0.251672120322112,0.249077258122523,TRUE,0.0427253825093211,1082,"CHI3L2;CHI3L2"
"chr16",84552874,84552874,0.3156459410996,0.0312848279684604,84552874,84552874,0.257047552378239,0.23119583753126,TRUE,0.0428848059122567,1083,""
"chr14",82542239,82542239,-0.198656434655329,0.316490502953114,82542239,82542239,-0.43593835140203,0.022876298863475,TRUE,0.042920337910987,1084,""
"chr6",5174647,5175056,-0.238280506319874,0.0137248270148818,5174647,5174647,-0.19736036362278,0.528114650006245,TRUE,0.0429605018178019,1085,"LYRM4;LYRM4; LOC100129461;LYRM4;LYRM4;LYRM4;LYRM4"
"chr16",31102123,31102123,0.218258973916313,0.202713676105108,31102123,31102123,0.397924678128807,0.035939392850244,TRUE,0.0431433176287964,1086,""
"chr9",114428306,114428306,0.29659197053802,0.0428134442663107,114428306,114428306,0.279163124053601,0.170488268374776,TRUE,0.0432111455290758,1087,"GNG10;DNAJC25-GNG10"
"chr17",10761562,10761562,-0.352277959984846,0.0183794825644113,10761562,10761562,-0.21764746270174,0.399118279316017,TRUE,0.0433901302366415,1088,""
"chr11",123172742,123172742,-0.304671269269074,0.0373035479083849,123172742,123172742,-0.268752026436128,0.196702844970717,TRUE,0.0434005819361715,1089,""
"chr19",9785511,9785511,0.243439078183856,0.117600081054181,9785295,9785511,0.193343806932726,0.0626751653085297,TRUE,0.0435621562856761,1090,"ZNF562;ZNF562;ZNF562"
"chr12",2031417,2031417,0.22067469357245,0.191958352454571,2031262,2031417,0.234029677494554,0.0384679992207064,TRUE,0.0436291648738215,1091,""
"chr12",8841003,8841003,-0.337803964733521,0.0225320193814851,8841003,8841003,-0.231207787477989,0.330781354670119,TRUE,0.0439671224397086,1092,"RIMKLB"
"chr9",94620411,94620411,-0.317054570045477,0.0305934834822307,94620411,94620411,-0.253218469523382,0.243782625496241,TRUE,0.0439915567361292,1093,"ROR2"
"chr11",13983273,13983273,-0.162656654996512,0.739702841068246,13983273,13983273,-0.513367314408383,0.010105853552497,TRUE,0.0440756377226394,1094,"SPON1"
"chr12",10242785,10242785,-0.318831391603572,0.0297993313030056,10242785,10242785,-0.251134139399358,0.250937291599667,TRUE,0.0440875589767676,1095,"CLEC1A"
"chr17",17626019,17626019,-0.344879778234482,0.0203976422769073,17626019,17626019,-0.223368304271215,0.368652288934474,TRUE,0.0442924497078508,1096,"RAI1"
"chr20",24722292,24722292,-0.159565796984954,0.796220997800809,24722292,24722292,-0.520194241532212,0.00947149318422588,TRUE,0.0443988505389342,1097,""
"chr12",101803406,101803805,0.248452725008681,0.0116619683054312,101803805,101803805,0.182086184325422,0.65082554071016,TRUE,0.0446357560233175,1098,""
"chr18",60742251,60742636,-0.266264577799744,0.00900535791976828,60742251,60742251,-0.162665951971714,0.845613875336928,TRUE,0.0447584639952497,1099,""
"chr5",68711028,68711028,-0.21369340546923,0.224713777422835,68710907,68711028,-0.243338430089901,0.0339378849426015,TRUE,0.0448133519897149,1100,"MARVELD2;MARVELD2"
"chr13",81838754,81838754,0.325315885870465,0.0270451281073253,81838754,81838754,0.242677107710104,0.282135467613409,TRUE,0.0448332433622421,1101,""
"chr20",25230959,25230959,-0.36407887604406,0.0158852785343497,25230959,25230959,-0.204122413253134,0.481110400209095,TRUE,0.044892632533835,1102,"PYGB"
"chr8",134230101,134230157,-0.275648383334374,0.00781859955062608,134230157,134230157,-0.151608564780189,0.979111975188325,TRUE,0.0449545792368022,1103,"WISP1;WISP1;WISP1;WISP1;WISP1; WISP1;WISP1"
"chr4",3486101,3486116,0.24860804965594,0.0116321689741282,3486101,3486101,0.181138118731081,0.659235844079011,TRUE,0.0450181927492634,1104,"DOK7;DOK7; DOK7;DOK7;DOK7;DOK7"
"chr15",59279703,59279703,-0.151177049930379,0.972520546638933,59279406,59279703,-0.262020332436191,0.00788632538908476,TRUE,0.0450243820101811,1105,"RNF111"
"chr12",10103711,10103812,-0.208351795512061,0.0226564315896751,10103812,10103812,-0.229512785220035,0.338621963102656,TRUE,0.0450358363747336,1106,"; CLEC12A"
"chr16",57768853,57768853,-0.202015091812643,0.292877512828612,57768853,57768853,-0.424248563171955,0.0262024330293582,TRUE,0.045046248886838,1107,"KATNB1"
"chr20",31407542,31407559,-0.215113160914793,0.0201048638468553,31407559,31407559,-0.220132145067083,0.385559216504603,TRUE,0.0454233353947675,1108,"MAPRE1"
"chr2",3486749,3486749,0.233892176115947,0.143897245945801,3486749,3487164,0.206858283487136,0.0540137946404839,TRUE,0.045524493209936,1109,""
"chr12",111050500,111050500,0.259069379447713,0.0855926193016229,111050500,111050500,0.325672162644416,0.0908485029538944,TRUE,0.0455416141135872,1110,"TCTN1;TCTN1;TCTN1"
"chr6",129811815,129811842,-0.259385430313793,0.00991945240748798,129811815,129811815,-0.16769199227313,0.790525130678687,TRUE,0.0458600120204995,1111,"LAMA2;LAMA2"
"chr1",166853578,166853578,-0.20525342325121,0.272031390615595,166853578,166853578,-0.415801794103829,0.028941014072777,TRUE,0.0460116432589237,1112,""
"chr7",105136804,105136804,0.254034583220674,0.0946903551484305,105136804,105136804,0.33170722652409,0.0838471540780991,TRUE,0.0463342488055582,1113,"PUS7"
"chr5",158524404,158524404,0.209909444146626,0.244744887924715,158524270,158524404,0.246320671444255,0.0325918664571607,TRUE,0.0465139409727552,1114,"EBF1"
"chr10",135171718,135171718,0.374948813125784,0.0139252275178945,135171718,135171718,0.191424585902813,0.57290534943282,TRUE,0.0465194708811776,1115,"C10orf125;C10orf125"
"chr7",92777215,92777530,-0.169763701677434,0.0412735638212278,92777215,92777215,-0.269837713180503,0.193790381588458,TRUE,0.0466188794732943,1116,"SAMD9L;SAMD9L;SAMD9L;SAMD9L;SAMD9L;SAMD9L;SAMD9L;SAMD9L;SAMD9L;SAMD9L; SAMD9L;SAMD9L;SAMD9L;SAMD9L;SAMD9L"
"chr1",2090814,2090814,0.263128237039825,0.0790486861474829,2090814,2090814,0.317458953113759,0.101391148941558,TRUE,0.0466981343741401,1117,"PRKCZ;PRKCZ;PRKCZ"
"chr22",25382179,25382179,-0.182057202850918,0.466520451281073,25382179,25382179,-0.461057703487949,0.0172608580215551,TRUE,0.0468800331354987,1118,""
"chr12",133613791,133613904,-0.24881745268901,0.0115889599437389,133613791,133613791,-0.17710031092646,0.696328236619538,TRUE,0.0469628372078481,1119,"ZNF84;ZNF84;ZNF84; ZNF84;ZNF84;ZNF84;ZNF84;LOC101928597"
"chr20",2633258,2633258,0.302796255299446,0.0384672117957673,2633258,2633258,0.264058348673332,0.209846770747434,TRUE,0.0469748865534139,1120,"NOP56;MIR1292;NOP56;NOP56"
"chr16",50156171,50156171,-0.304581400067675,0.0373616566044258,50156171,50156171,-0.261282956520424,0.21805345319798,TRUE,0.04733415156705,1121,""
"chr8",134261913,134261913,-0.161397046541854,0.762244545232405,134261857,134261928,-0.234615983186904,0.010715663614333,TRUE,0.0474357039609346,1122,"NDRG1;NDRG1;NDRG1;NDRG1"
"chr20",5988043,5988043,-0.210607262250522,0.240882149604563,5988043,5988043,-0.402222442033789,0.0341131583401527,TRUE,0.0476725419288065,1123,"CRLS1;CRLS1;CRLS1"
"chr10",97736105,97736105,0.272258187964963,0.0663862052935532,97736105,97736105,0.302457358721445,0.124104543551153,TRUE,0.0477761246279206,1124,"ENTPD1-AS1"
"chr1",154380705,154380705,-0.325548854130364,0.0269445553641776,154380705,154380705,-0.236766437673187,0.306214205145669,TRUE,0.0478335870277571,1125,"IL6R;IL6R"
"chr7",150710730,150710730,-0.366940072807497,0.0153176012730274,150710730,150710730,-0.195661469564912,0.54061105675121,TRUE,0.0479777387563234,1126,"ATG9B;NOS3"
"chr11",20178979,20178979,-0.180795967234098,0.480630434653046,20178677,20178979,-0.29192556766856,0.0172435261819431,TRUE,0.0480108077536451,1127,"DBX1"
"chr1",18957020,18957020,0.228058758914459,0.163217642396105,18957020,18957020,0.370085697118259,0.0509119592926594,TRUE,0.0481160634692389,1128,"PAX7;PAX7;PAX7"
"chr6",26160318,26160318,-0.229814182041547,0.157064080482034,26160318,26160478,-0.208355117583738,0.0530695665453538,TRUE,0.0482386215568659,1129,"HIST1H2BD"
"chr5",172659730,172660080,-0.15903051911045,0.0457456984665264,172660080,172660080,-0.27421925859846,0.182456110405849,TRUE,0.0482925162177787,1130,"NKX2-5;NKX2-5;NKX2-5"
"chr7",127117859,127117859,-0.233488635039259,0.145184577058091,127117859,127117859,-0.360351765553976,0.0576644590439607,TRUE,0.0484140772737493,1131,""
"chr11",2871939,2871992,0.160817326320144,0.0451154426094678,2871992,2871992,0.272970768032574,0.185623062339807,TRUE,0.0484259217573679,1132,""
"chr18",46886163,46886163,-0.393692762218113,0.011188903920996,46886163,46886163,-0.171469226912132,0.751369497300707,TRUE,0.048581457089153,1133,"DYM"
"chr6",27649120,27649120,-0.151241311172144,0.970976196294155,27648605,27649120,-0.253927022755493,0.0086590397048008,TRUE,0.0485848992525492,1134,""
"chr2",11894060,11894464,-0.198867088826949,0.026566848839912,11894060,11894060,-0.234119405370998,0.31767220536117,TRUE,0.0487369326339716,1135,"LPIN1;LPIN1;LPIN1;LPIN1; LPIN1"
"chr8",71314979,71315032,0.197681527595817,0.00853676343502852,71315023,71315023,0.15079526633231,0.989622965191275,TRUE,0.048778123914759,1136,"NCOA2"
"chr1",95297451,95297451,-0.274516815533815,0.0635753833683972,95297451,95297451,-0.297062674185439,0.133520845541127,TRUE,0.0489711838976399,1137,"SLC44A3;SLC44A3;SLC44A3;SLC44A3;SLC44A3;SLC44A3;SLC44A3"
"chr4",81111527,81111985,0.161354152883178,0.0449142971231726,81111527,81111527,0.27152795145267,0.189344407564261,TRUE,0.0490457191134248,1138,"PRDM8"
"chr5",130718942,130718942,-0.229935841407299,0.15667519920853,130718942,130718942,-0.365046183504805,0.0543073456246278,TRUE,0.0490664229181878,1139,"CDC42SE2;CDC42SE2"
"chr6",30585122,30585122,-0.175242654917098,0.548709986947893,30585122,30585122,-0.470898944139732,0.015509251931485,TRUE,0.0490734166052039,1140,"MRPS18B;PPP1R10"
"chr6",1668157,1668157,0.304701168484098,0.0372819433931903,1668157,1668157,0.257817680739647,0.228745092852417,TRUE,0.0491591002118318,1141,"GMDS;GMDS"
"chr2",162208294,162208294,0.215430661282814,0.216041427030377,162208294,162208294,0.390236272311848,0.0395010294962345,TRUE,0.0491867182788849,1142,"PSMD14"
"chr11",93468466,93468466,0.22629968245646,0.16961257889373,93468442,93468466,0.212798944469551,0.0503485053224538,TRUE,0.049214731889358,1143,"SNORA40"
"chr3",43327957,43327957,0.24686992300145,0.1096555793288,43327957,43328001,0.166517636319291,0.0781423095168793,TRUE,0.0493528122733727,1144,"SNRK;SNRK"
"chr14",58731035,58731035,0.243654615845245,0.117121056803485,58731035,58731088,0.176181167773828,0.0732658968121671,TRUE,0.0494110569046629,1145,"PSMA3;PSMA3;PSMA3"
"chr2",241989379,241989379,0.213475504251555,0.225787298333025,241989379,241989379,0.392542874220912,0.0383911902221656,TRUE,0.0498258342080201,1146,"SNED1"
"chr2",175548256,175548310,-0.171759324519962,0.0402812460888378,175548256,175548256,-0.262100321763233,0.215598798516274,TRUE,0.0499034269864082,1147,"WIPF1"
"chr8",2418752,2418752,-0.194293004510101,0.350393202176543,2418752,2418966,-0.265842769591154,0.0248714906126471,TRUE,0.0500467714945504,1148,"LOC101927815"
"chr16",1561735,1561735,0.179030926725584,0.501437072752087,1561735,1561735,0.460240269982136,0.0174163558277051,TRUE,0.0501340432274082,1149,"IFT140"
"chr10",134727319,134727319,-0.290006696234213,0.0479962929631859,134727319,134727319,-0.274172490320012,0.182571906644471,TRUE,0.0502741650691464,1150,""
"chr4",187113578,187113578,0.340471010233774,0.021702852987979,187113578,187113578,0.216247618988254,0.406890725871729,TRUE,0.0505956318670405,1151,"CYP4V2"
"chr13",47326127,47326127,-0.218535077636372,0.201485198672142,47326127,47326127,-0.381807480183206,0.0439042566622125,TRUE,0.0506683030773296,1152,"LRCH1"
"chr8",17942583,17942583,-0.215164018233258,0.217310133560603,17942583,17942896,-0.229534020617331,0.0407850518785947,TRUE,0.0507484095199241,1153,"ASAH1;ASAH1;ASAH1"
"chr21",44782331,44782331,-0.176981577894785,0.526527364725936,44782331,44782397,-0.169796505493406,0.0168676395605969,TRUE,0.0508347263650699,1154,"TCONS_00029157"
"chr1",8013974,8013974,-0.334566411392572,0.02357201604396,8013974,8013974,-0.221730833484522,0.377120903980631,TRUE,0.0508735815276488,1155,""
"chr20",32254706,32255052,-0.226768944235713,0.0165095745251477,32254706,32254706,-0.195889059752111,0.538918175896441,TRUE,0.0509104628281944,1156,"NECAB3;NECAB3;C20orf134;C20orf134"
"chr5",82373944,82373944,-0.163721246032748,0.721391896965832,82373934,82373944,-0.316119371162302,0.0123459092309378,TRUE,0.0509526215778339,1157,"TMEM167A;XRCC4;XRCC4;XRCC4"
"chr11",128372897,128372897,-0.188087217238282,0.404967697524868,128372897,128372897,-0.439288694835929,0.0220128649621109,TRUE,0.0509916149336208,1158,"ETS1;ETS1;ETS1"
"chr2",88301518,88301518,-0.211992383432603,0.233485955575157,88301518,88301567,-0.234482348247864,0.0382320455864226,TRUE,0.0510489388682283,1159,""
"chr17",42432046,42432046,0.214297758548481,0.22167201068008,42432046,42432165,0.23001508891342,0.0405309768848902,TRUE,0.0513221415147414,1160,"FAM171A2"
"chr2",107199044,107199102,-0.195574669648749,0.0280553254384972,107199102,107199102,-0.23314870267276,0.321999337856054,TRUE,0.0515539110455715,1161,""
"chr6",150894782,150894782,0.216214980850248,0.212235307439701,150894782,150894782,0.384200837533465,0.0425982405137503,TRUE,0.0515871120887296,1162,""
"chr7",112062297,112062419,-0.231744863564274,0.0152438479280525,112062297,112062297,-0.188562499973958,0.595799769655716,TRUE,0.0517819889081677,1163,"IFRD1"
"chr2",97554441,97554441,0.169379215910365,0.630477117093492,97554441,97554443,0.304672791923548,0.01444065566838,TRUE,0.0518864363114035,1164,"FAM178B;FAM178B;FAM178B"
"chr7",64467286,64467309,-0.241767046527745,0.0129954883812407,64467309,64467309,-0.176350362839293,0.70343124556976,TRUE,0.0520598933078985,1165,"ERV3-1"
"chr2",26291657,26291657,-0.17644004488669,0.533412500223495,26291657,26291657,-0.461123109519803,0.0172491280129674,TRUE,0.0523388985104897,1166,"RAB10"
"chr6",99291343,99291343,0.401742203915702,0.0102383052524301,99291343,99291343,0.158067204863744,0.899011994911282,TRUE,0.0523551139540142,1167,""
"chr4",189333138,189333296,-0.161418793989481,0.0448919476246953,189333138,189333138,-0.265681300487426,0.205198792440731,TRUE,0.0523898693800153,1168,""
"chr11",7597483,7597493,-0.180911387755638,0.0354395997353819,7597483,7597483,-0.248551047548055,0.26009196176348,TRUE,0.052416967392323,1169,"PPFIBP2"
"chr3",54674405,54674405,-0.326193587580887,0.0266853011818415,54674405,54674405,-0.227562920155179,0.347880060361421,TRUE,0.0527247828946175,1170,"HESRG;CACNA2D3"
"chr2",129109931,129109931,0.192491732263893,0.365302552610719,129109783,129109931,0.264257716580302,0.0254299442907304,TRUE,0.0527544460946673,1171,""
"chr4",7774727,7774727,-0.152759734294297,0.936531894224294,7774727,7774768,-0.332276855421842,0.00992279774540212,TRUE,0.0527703208674703,1172,"AFAP1;AFAP1;LOC84740"
"chr3",172208102,172208102,-0.238015007073484,0.131784562754412,172208102,172208102,-0.344732562447569,0.0706293142088075,TRUE,0.0528397225168849,1173,""
"chr10",557271,557271,-0.180422852864878,0.485022111103827,557271,557271,-0.451257942865283,0.0192240930165619,TRUE,0.0529157401169648,1174,"DIP2C"
"chr8",11279352,11279352,-0.199751664096564,0.308700957750508,11279352,11279352,-0.412243098984246,0.03021112586803,TRUE,0.0529255264296577,1175,"FAM167A;C8orf12"
"chr11",84029127,84029127,0.264893586258194,0.0764196401432752,84029127,84029127,0.303585568439853,0.122218643901226,TRUE,0.0529895689302456,1176,"DLG2;DLG2;DLG2;DLG2"
"chr1",107690639,107690639,0.243308048666497,0.11793532353134,107690639,107691020,0.163531099995463,0.0793636214687129,TRUE,0.0530824075230668,1177,"NTNG1;NTNG1;NTNG1"
"chr6",37322773,37322835,-0.220357494496349,0.0183347835674567,37322773,37322773,-0.199807493294405,0.510608176131794,TRUE,0.0530922919324967,1178,"RNF8;RNF8"
"chr14",62036827,62036827,-0.21679033932508,0.209509413608759,62036827,62036827,-0.380326911673973,0.044724755724451,TRUE,0.0531313711150551,1179,"FLJ22447;LOC101927780;LOC101927780"
"chr14",56601910,56601910,0.286290233963713,0.0512652796071256,56601910,56601910,0.273868462201056,0.183337252108638,TRUE,0.0532647936580175,1180,"PELI2"
"chr12",25101448,25101448,-0.196450048154238,0.333068615940258,25101448,25101448,-0.417553829735819,0.0283466184453032,TRUE,0.0534632085240924,1181,"BCAT1"
"chr17",63035977,63035977,-0.225553288040376,0.172436810517972,63035977,63036095,-0.205677425626265,0.0547612819185,TRUE,0.0534701642552658,1182,"GNA13;GNA13"
"chr3",49481675,49481675,-0.250227351559701,0.102351763226433,49481675,49481675,-0.324500477982394,0.0922798271748658,TRUE,0.0534801521408922,1183,""
"chr1",66799262,66799419,-0.200474456726388,0.0258792292700952,66799419,66799419,-0.223961886272888,0.365637112784709,TRUE,0.0535612766215609,1184,"PDE4B;PDE4B;PDE4B;PDE4B; PDE4B;PDE4B;PDE4B;PDE4B;PDE4B;PDE4B"
"chr4",36387674,36387674,-0.244221917106531,0.115773382045307,36387674,36387674,-0.333581538910506,0.0818010946955322,TRUE,0.0535984761349657,1185,""
"chr5",117931695,117931695,-0.206349895860316,0.265365280203112,117931695,117931695,-0.398408524082527,0.0357283278880277,TRUE,0.0536481802299509,1186,"LOC102467225"
"chr20",61147652,61147652,0.24022371700461,0.125781487463421,61147652,61147679,0.171271397220078,0.0759022538384385,TRUE,0.0539555984368668,1187,"C20orf166;C20orf200"
"chr3",197845010,197845010,0.29934007901162,0.0408221039519873,197845010,197845010,0.256174449257956,0.234018145270592,TRUE,0.0539835738571026,1188,""
"chr4",70626329,70626329,-0.251693931099281,0.0992734923028327,70626329,70626329,-0.320716993672521,0.097059241731641,TRUE,0.0543659737657639,1189,"SULT1B1;SULT1B1"
"chr2",242758725,242758725,-0.161707815234584,0.756525308572076,242758725,242758725,-0.489789665090279,0.0127425489444007,TRUE,0.0543875634963533,1190,"NEU4;NEU4;NEU4;NEU4;NEU4"
"chr12",4935009,4935009,-0.272230312708022,0.0664174945914214,4935009,4935009,-0.29084648833465,0.145293074640526,TRUE,0.0544337038364969,1191,"KCNA6"
"chr20",46306293,46306293,-0.192156462438438,0.368119334402136,46306293,46306293,-0.424200547399144,0.0262175466942693,TRUE,0.0544391977235345,1192,"SULF2;SULF2;SULF2"
"chr10",79869209,79869209,-0.242280430831292,0.120565859502113,79869209,79869209,-0.335067613571217,0.0802145734378617,TRUE,0.0545317731970309,1193,""
"chr17",3728336,3728336,0.224125378755689,0.177903497845508,3728336,3728468,0.20604113149133,0.0545294638641671,TRUE,0.0546701589102787,1194,"C17orf85;C17orf85"
"chr4",76439826,76440093,-0.171076532633861,0.0406135086328663,76440093,76440093,-0.254262437380307,0.240296406790081,TRUE,0.054940225341979,1195,"RCHY1;THAP6;RCHY1;RCHY1; THAP6;RCHY1;RCHY1;RCHY1;RCHY1;RCHY1;RCHY1;RCHY1;RCHY1;RCHY1;RCHY1"
"chr17",28258647,28258647,-0.391659294317188,0.0114690176352443,28258647,28258647,-0.162149739298983,0.851466021736759,TRUE,0.0549689201469145,1196,"SSH2;SSH2;EFCAB5"
"chr2",45795183,45795245,-0.237283165451034,0.0139438520999589,45795183,45795183,-0.17619518848077,0.704910354537254,TRUE,0.0552635133623187,1197,"SRBD1"
"chr14",65289974,65289974,-0.165601989140473,0.689809075684342,65289974,65290020,-0.20300847891699,0.0142809470899165,TRUE,0.0553650022531993,1198,"SPTB;SPTB"
"chr6",20534685,20534685,-0.198259696112299,0.319419777220199,20534685,20534685,-0.410372961896624,0.0309016925274507,TRUE,0.0554550062158049,1199,"CDKAL1"
"chr1",40996996,40996996,-0.22337734298579,0.180836497029007,40996996,40996996,-0.364229942165903,0.05487865719674,TRUE,0.0557017152058463,1200,"ZNF684"
